run_id,timestamp_utc,git_commit,config_name,n_ports,transformer_kw,oversubscription_ratio,algorithm,algorithm_family,seed,eval_day,sim_steps,runtime_s,notes,day_type,scenario_id,analysis_row,superseded,total_ev_served,total_profits,total_energy_charged,total_energy_discharged,average_user_satisfaction,power_tracker_violation,tracking_error,energy_tracking_error,energy_user_satisfaction,std_energy_user_satisfaction,min_energy_user_satisfaction,total_steps_min_emergency_battery_capacity_violation,total_transformer_overload,battery_degradation,battery_degradation_calendar,battery_degradation_cycling,total_reward,saved_grid_energy,voltage_violation,voltage_violation_counter
station_v0_bogota__TD3_TrackingOnly_ts102__seed2__2022-09-17,2026-08-20T05:24:27.636482,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,2,2022-09-17,96,0.2718,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,2_weekend,False,True,14,-31.540901342438673,210.86100951310976,0,0.9826607142857142,334.6625066684602,37325.64109792823,359.72897868892227,98.01836734693877,7.1448781397459875,72.25714285714285,0,0.0,0.0004625297708860601,0.00021757721942824426,0.0002449525514578158,-30837.483054811553,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed2__2022-11-09,2026-08-20T05:24:32.651892,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,2,2022-11-09,96,0.3445,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,2_weekday,False,True,12,-22.126803562588055,144.4833489988797,0,0.9908392857142857,325.36793654635613,27102.656123751574,271.747812418054,98.77857142857142,4.051020279648382,85.34285714285714,0,0.0,0.000338538413073889,0.0001962624124725941,0.00014227600060129488,-25091.674616735752,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-01-17,2026-08-20T05:24:37.835312,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-01-17,96,0.3778,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-38.643875810692236,190.88860902532485,0,0.9800714285714286,249.98110443747476,26457.667349986637,296.3126522062653,98.77362637362639,4.248282859883222,84.05714285714286,0,0.0,0.0004419268622326615,0.0002370449377351064,0.00020488192449755514,-21975.44874559872,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-02-14,2026-08-20T05:24:43.284740,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-02-14,96,0.2719,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-39.312196597533145,190.82382598313347,0,0.9799821428571429,285.31636332922295,28045.196123417296,308.52736950997405,98.76813186813186,4.267316385241126,83.98571428571428,0,0.0,0.0004418792757074304,0.0002369844173505546,0.0002048948583568758,-23017.706264486354,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-03-05,2026-08-20T05:24:48.192815,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-03-05,96,0.319,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,3_weekend,False,True,13,-54.6851229726274,191.20035826202817,0,0.9967142857142857,264.3366576129782,28815.067955072707,274.0301918525186,99.5956043956044,1.4008674663414242,94.74285714285713,0,0.0,0.00038243046296702817,0.00018701934695426368,0.00019541111601276446,-28556.3742867357,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-04-06,2026-08-20T05:24:53.076484,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-04-06,96,0.2321,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-35.40392673394684,190.8717751326757,0,0.9800357142857143,261.8918503507773,26126.79297509798,292.07390022552727,98.77142857142857,4.255896270026385,84.02857142857142,0,0.0,0.00044087885389640586,0.00023697110576374454,0.00020390774813266137,-21892.266308222315,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-05-21,2026-08-20T05:24:58.136245,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-05-21,96,0.2252,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,3_weekend,False,True,13,-18.908278230731348,191.2400132831178,0,0.9967232142857143,257.80736932269383,28798.68405355164,274.8795986502239,99.59670329670328,1.397060761269843,94.75714285714285,0,0.0,0.0003838383452603324,0.00018695921751915527,0.00019687912774117713,-28654.90031226484,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-06-15,2026-08-20T05:25:03.474645,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-06-15,96,0.2307,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-35.047894050275204,190.63454732301886,0,0.9796071428571429,276.77317573616676,31663.890499810583,314.51311913366004,98.74505494505495,4.347257191744304,83.68571428571428,0,0.0,0.00044101673447786836,0.0002370283567581494,0.00020398837771971895,-26852.53722895914,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-07-10,2026-08-20T05:25:08.358967,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-07-10,96,0.2452,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,3_weekend,False,True,13,-27.513304971554668,191.36877631745307,0,0.9968214285714285,261.0319452147931,30985.109050222218,282.4747885760693,99.6087912087912,1.355187005482463,94.91428571428571,0,0.0,0.00039123841803865965,0.00018733173705033163,0.000203906680988328,-30791.983826822292,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-08-24,2026-08-20T05:25:13.294489,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-08-24,96,0.224,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-105.4665588514419,190.8695245635134,0,0.98,255.191758812375,26401.44278771039,296.25405093244495,98.76923076923077,4.263509680169543,84.0,0,0.0,0.00043915128635064126,0.0002369852774785255,0.00020216600887211579,-21642.328405250093,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-09-17,2026-08-20T05:25:18.073683,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-09-17,96,0.2383,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,3_weekend,False,True,13,-10.2311104741927,191.03759976103123,0,0.9964732142857142,270.27568767982194,31122.758923353056,284.71594551961005,99.56593406593407,1.5036485032740832,94.35714285714285,0,0.0,0.0003904929706259877,0.00018736491606538458,0.0002031280545606031,-30957.34108802489,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed3__2022-11-09,2026-08-20T05:25:22.865954,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,3,2022-11-09,96,0.322,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,3_weekday,False,True,13,-24.860095379855096,190.76014690820384,0,0.9797321428571428,252.49074440129402,26013.511773517526,294.0817224724613,98.75274725274724,4.320610256243242,83.78571428571429,0,0.0,0.00043975574739151804,0.0002369881633511276,0.0002027675840403904,-21662.259543804787,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-01-17,2026-08-20T05:25:27.648542,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-01-17,96,0.2334,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-36.7714798591187,175.85654045364907,0,0.9938750000000001,303.66436629807293,28581.417574557054,290.3884143921737,99.24615384615385,2.6113996791038447,90.2,0,4.119999999999976,0.0003587163076109015,0.0001902989858654993,0.00016841732174540215,-27846.41241888165,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-02-14,2026-08-20T05:25:32.520683,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-02-14,96,0.2165,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-35.35437499683293,181.75543879889238,0,0.9992321428571429,253.9199480418986,21492.151423948784,263.6318267325512,99.9054945054945,0.22163503040924395,99.38571428571427,0,0.0,0.00037206330834614306,0.00019062158205256798,0.00018144172629357502,-20725.02684795904,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-03-05,2026-08-20T05:25:37.348710,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-03-05,96,0.2148,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,4_weekend,False,True,13,-52.46836605363559,176.10028475441294,0,1.0,293.7192099583549,24072.61785611355,265.01489438763394,100.0,0.0,100.0,0,0.0,0.00035788910226385257,0.00017842947364353284,0.00017945962862031978,-20798.970421530255,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-04-06,2026-08-20T05:25:42.129103,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-04-06,96,0.2149,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-32.685429719961824,176.09291923176187,0,0.9941160714285714,300.42501515944923,31460.595155259514,291.4730535546775,99.27582417582417,2.5086186421711902,90.58571428571427,0,17.11999999999999,0.00036324466800793817,0.0001901951532744884,0.00017304951473344967,-30449.67794815169,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-05-21,2026-08-20T05:25:47.095287,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-05-21,96,0.2459,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,4_weekend,False,True,13,-21.51024272225698,176.0519522162346,0,1.0,322.1695157381946,28453.76421081445,284.0841774858968,100.0,0.0,100.0,0,0.0,0.0003480725471221555,0.0001778210270185422,0.00017025152010361331,-24780.788243717732,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-06-15,2026-08-20T05:25:51.916225,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-06-15,96,0.2274,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-36.74678278712729,182.17923075723,0,0.9996160714285715,308.5638543339525,29575.029880740138,296.3695379747359,99.95274725274724,0.16368831807794154,99.38571428571427,0,7.560000000000002,0.0003732652115951322,0.0001899480084138746,0.00018331720318125763,-28127.755340318312,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-07-10,2026-08-20T05:25:56.649327,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-07-10,96,0.2535,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,4_weekend,False,True,13,-27.067765327577696,176.09552786953964,0,1.0,286.8644705041847,24264.356616815367,265.74260898495316,100.0,0.0,100.0,0,0.0,0.0003492242684538686,0.00017852604460128106,0.00017069822385258761,-21242.310013400984,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-08-24,2026-08-20T05:26:01.509447,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-08-24,96,0.3846,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-105.60514857939917,176.03643823813917,0,0.9941071428571429,311.9376944388895,33549.989850480066,302.66568085968174,99.27472527472528,2.512425347242768,90.57142857142857,0,23.52000000000001,0.00036709646675807546,0.0001896071740060821,0.00017748929275199338,-32559.820668694803,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-09-17,2026-08-20T05:26:06.212295,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-09-17,96,0.2193,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,4_weekend,False,True,13,-12.680034684700432,176.0957293911589,0,1.0,266.29977858712687,23847.357395074785,265.2495876770299,100.0,0.0,100.0,0,0.0,0.0003487021262242156,0.000177750796893579,0.00017095132933063652,-20193.009915348393,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed4__2022-11-09,2026-08-20T05:26:11.024706,b86e3b3def127c6fc52606036ca65ef84e9b5f5b,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,4,2022-11-09,96,0.2184,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,4_weekday,False,True,13,-24.228282087566335,175.87829741418005,0,0.9939375,309.6470080461646,32768.227330519636,299.9607669038866,99.25384615384615,2.584752743602787,90.3,0,21.12000000000002,0.0003613842884890028,0.0001897570008397664,0.00017162728764923634,-31647.30808264487,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-01-17,2026-09-09T03:09:14.533540,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-01-17,96,4.6079,,weekday,0_weekday,True,False,14,-53.19652599733461,214.4048646260611,0,1.0,511.31387085827606,67730.4656681785,391.69368781780764,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-38316.35879067647,0,0,0
station_v0_bogota__RoundRobin__seed0__2022-01-17,2026-09-09T03:09:19.035473,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,0,2022-01-17,96,4.4828,,weekday,0_weekday,True,False,14,-46.45333845526065,214.33665961352244,0,1.0,0.002002547347256467,11467.148308647531,136.1059586748819,100.0,0.0,100.0,0,0.0,0.0004757293063070127,0.00021363228917296384,0.0002620970171340489,-5043.473314860534,0,0,0
station_v0_bogota__TD3_vanilla_ts100__seed0__2022-01-17,2026-09-09T03:09:25.531948,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts100,rl,0,2022-01-17,96,0.2174,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=100",weekday,0_weekday,True,False,14,-45.22136284997545,213.88925259891542,0,1.0,267.05251355234657,27630.5083563418,270.0786211919887,100.0,0.0,100.0,0,0.0,0.0004478531589541911,0.00020855911346630355,0.00023929404548788744,-22550.567176203425,0,0,0
station_v0_bogota__TD3_vanilla_ts101__seed0__2022-01-17,2026-09-09T03:09:30.253568,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts101,rl,0,2022-01-17,96,0.2128,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=101",weekday,0_weekday,True,False,14,-44.54967479070858,200.8201371280394,0,0.9882500000000001,258.315889023299,29075.660138087027,278.7794243983409,98.65714285714286,4.8417402841945,81.2,0,0.0,0.0004524951403341758,0.00021261672223064923,0.00023987841810352658,-25418.058561538113,0,0,0
station_v0_bogota__TD3_vanilla_ts102__seed0__2022-01-17,2026-09-09T03:09:34.867463,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts102,rl,0,2022-01-17,96,0.2719,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=102",weekday,0_weekday,True,False,14,-44.1711084663547,201.90507225703828,0,0.9890645018714479,288.78452376763113,30953.163847795648,292.9288066415081,98.75022878530834,4.506114197169708,82.50320299431671,0,0.0,0.00045261891100140285,0.000211117144734509,0.00024150176626689385,-28509.58062823799,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts100__seed0__2022-01-17,2026-09-09T03:09:39.553652,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts100,rl,0,2022-01-17,96,0.2063,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=100",weekday,0_weekday,True,False,14,-51.42666197024772,214.03416514819466,0,1.0,359.3875305492929,40002.62988821537,316.1012171411827,100.0,0.0,100.0,0,0.0,0.0004697190038434217,0.00021629241005533415,0.00025342659378808745,-25394.940216736315,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts101__seed0__2022-01-17,2026-09-09T03:09:44.244014,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts101,rl,0,2022-01-17,96,0.2046,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=101",weekday,0_weekday,True,False,14,-42.81110083358017,204.41071276091213,0,0.9914375,238.83995114071394,25383.107046078374,265.45087982417556,99.02142857142857,2.4360912988487367,92.0,0,0.0,0.0004467076920003438,0.00020689487686200274,0.00023981281513834097,-20368.156923419214,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed0__2022-01-17,2026-09-09T03:09:49.158019,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,0,2022-01-17,96,0.2125,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekday,0_weekday,True,False,14,-38.62915009192945,166.18720653537304,0,0.9573482142857144,226.46089697837658,31175.440815225662,297.48485896854606,95.12551020408162,13.188583032582775,49.642857142857146,0,0.0,0.0003837999521772133,0.0002072326827069303,0.00017656726947028306,-31133.022814661777,0,0,0
station_v0_bogota__RandomPolicy__seed0__2022-01-17,2026-09-09T03:09:53.943256,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,RandomPolicy,rl,0,2022-01-17,96,0.1869,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,control=random_policy",weekday,0_weekday,True,False,14,-51.1535811578299,214.24590249838724,0,1.0,335.7805292524409,38946.068838591644,304.085979142564,100.0,0.0,100.0,0,0.0,0.00047494275183637176,0.00021993560304198905,0.00025500714879438265,-23029.033863519442,0,0,0
station_v0_bogota__Optimal_Oracle_Tracking__seed0__2022-01-17,2026-09-09T03:10:02.967386,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,Optimal_Oracle_Tracking,optimal,0,2022-01-17,96,9.0177,"reward=none,state=none,solver=gurobi,objective=tracking_error_only,mip_gap=default_full_optimality,status=OPTIMAL",weekday,0_weekday,True,False,14,-44.968320198242196,213.2557109278976,0,1.0,0,5243.775280844873,137.1859060868331,100.0,0.0,100.0,0,0.0,0.0004401114541643262,0.00020592675743296896,0.00023418469673135723,,0,0,0
station_v0_bogota__Optimal_Oracle_Balanced__seed0__2022-01-17,2026-09-09T03:10:12.001008,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,Optimal_Oracle_Balanced,optimal,0,2022-01-17,96,9.0175,"reward=none,state=none,solver=gurobi,objective=tracking_error_plus_satisfaction_penalty,satisfaction_weight=1.0,mip_gap=default_full_optimality,status=OPTIMAL",weekday,0_weekday,True,False,14,-45.16504234995104,214.17200382790412,0,1.0,0,5172.007812161213,136.26961318682663,100.0,0.0,100.0,0,0.0,0.0004571161196151981,0.00020585715805366997,0.0002512589615615282,,0,0,0
station_v0_bogota__MPC_TrackingG2V__seed0__2022-01-17,2026-09-09T03:10:19.033546,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,MPC_TrackingG2V,mpc,0,2022-01-17,96,2.3286,"reward=none,state=none,solver=gurobi,control_horizon=10,objective=tracking_error,price_basis=none,info=causal_transformer_forecast+noncausal_departure_time+noncausal_arrival_within_horizon",weekday,0_weekday,True,False,14,-46.06860985758624,213.3539458234504,0,1.0,0.0006512323863319125,7134.476911709245,137.08799680747344,100.0,0.0,100.0,0,0.0,0.000448823058434665,0.00021224374334152533,0.00023657931509313973,,0,0,0
station_v0_bogota__MPC_EnergyMaxG2V__seed0__2022-01-17,2026-09-09T03:10:27.591902,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,MPC_EnergyMaxG2V,mpc,0,2022-01-17,96,3.9288,"reward=none,state=none,solver=gurobi,control_horizon=10,objective=flat_price_energy_delivery,price_basis=flat_constant_1.0,info=causal_transformer_forecast+noncausal_departure_time+noncausal_arrival_within_horizon",weekday,0_weekday,True,False,14,-43.37015901694404,214.40557225822556,0,1.0,428.2849238397868,44624.26740346348,350.1785066763987,100.0,0.0,100.0,0,0.0,0.00046311138308090694,0.0001918502961690322,0.0002712610869118748,,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-03-05,2026-09-09T03:10:32.256814,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-03-05,96,4.6448,,weekend,0_weekend,True,False,14,-63.20716315270391,201.79939566249266,0,1.0,473.9872274945389,65869.75821421434,391.08807252207396,100.0,0.0,100.0,0,10.643063257983684,0.00046138504532386307,0.0002084798561739833,0.0002529051891498797,-29552.744103236175,0,0,0
station_v0_bogota__RoundRobin__seed0__2022-03-05,2026-09-09T03:10:36.916122,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,0,2022-03-05,96,4.6384,,weekend,0_weekend,True,False,14,-64.87216245102266,201.72264497179896,0,1.0,0.0010672893257295257,17800.325858033437,154.17174311016097,100.0,0.0,100.0,0,0.0,0.00044439305747708024,0.00020128665409536612,0.00024310640338171409,-8298.919779379632,0,0,0
station_v0_bogota__TD3_vanilla_ts100__seed0__2022-03-05,2026-09-09T03:10:41.608963,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts100,rl,0,2022-03-05,96,0.2883,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=100",weekend,0_weekend,True,False,14,-51.99904521657505,162.85761712618455,0,0.9659196428571428,100.8580595429328,25114.848022094964,243.4652670825789,96.10510204081632,9.606705637790826,69.75714285714285,0,0.0,0.00034634021024648634,0.00018774568608932553,0.00015859452415716084,-25343.998736353285,0,0,0
station_v0_bogota__TD3_vanilla_ts101__seed0__2022-03-05,2026-09-09T03:10:46.156981,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts101,rl,0,2022-03-05,96,0.2126,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=101",weekend,0_weekend,True,False,14,-63.53983189602668,195.22131716451253,0,0.9943839285714285,308.61366837750444,43654.207153908384,314.97937146153686,99.35816326530612,2.314175257415151,91.01428571428572,0,0.0,0.0004296381655579135,0.00020265025534978772,0.00022698791020812578,-23552.05659927522,0,0,0
station_v0_bogota__TD3_vanilla_ts102__seed0__2022-03-05,2026-09-09T03:10:50.874775,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_vanilla_ts102,rl,0,2022-03-05,96,0.2412,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,train_seed=102",weekend,0_weekend,True,False,14,-63.615376146144996,201.50024697777974,0,1.0,257.70747376928534,35008.72458296797,283.24734434416007,100.0,0.0,100.0,0,0.0,0.00042776793814215653,0.00020164214100276554,0.000226125797139391,-21820.710849653624,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts100__seed0__2022-03-05,2026-09-09T03:11:02.056454,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts100,rl,0,2022-03-05,96,0.2027,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=100",weekend,0_weekend,True,False,14,-61.17075993747345,185.48901827828834,0,0.9859285714285714,278.7741278010011,37008.508374609875,309.7919000595093,98.39183673469388,4.153658383583506,85.25714285714285,0,0.0,0.0004089821776115372,0.0001958446453895581,0.00021313753222197904,-29431.58915373899,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts101__seed0__2022-03-05,2026-09-09T03:11:06.607218,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts101,rl,0,2022-03-05,96,0.2071,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=101",weekend,0_weekend,True,False,14,-57.12503027193888,180.26061104337668,0,0.9812321428571429,277.0605314298366,40099.880993043116,314.16350910883864,97.85510204081632,7.733539572474804,69.97142857142856,0,28.584124454406776,0.0003871986189136376,0.0001954960664240074,0.00019170255248963017,-34867.865271925126,0,0,0
station_v0_bogota__TD3_TrackingOnly_ts102__seed0__2022-03-05,2026-09-09T03:11:11.290692,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,TD3_TrackingOnly_ts102,rl,0,2022-03-05,96,0.2047,"reward=SquaredTrackingErrorReward,state=PublicPST,train_seed=102",weekend,0_weekend,True,False,14,-50.85932201993115,158.15914034991724,0,0.9614910714285714,170.85230439338733,32012.865725083215,283.1608662840734,95.59897959183674,13.09099846998977,49.542857142857144,0,0.0,0.00035431301864560083,0.00018902600365699998,0.00016528701498860093,-31857.539524746862,0,0,0
station_v0_bogota__RandomPolicy__seed0__2022-03-05,2026-09-09T03:11:15.838567,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,RandomPolicy,rl,0,2022-03-05,96,0.326,"reward=SqTrError_TrPenalty_UserIncentives,state=PublicPST,control=random_policy",weekend,0_weekend,True,False,14,-63.31379448116063,201.69079480299018,0,1.0,361.2215298253878,45422.89326865811,334.8138245470009,100.0,0.0,100.0,0,0.0,0.0004456886527575197,0.00020700476399870742,0.00023868388875881224,-20509.660416429062,0,0,0
station_v0_bogota__Optimal_Oracle_Tracking__seed0__2022-03-05,2026-09-09T03:11:24.951981,07eb8a4fecac3a57be1571389199f4917c39ca03,station_v0_bogota,8,100,4.0,Optimal_Oracle_Tracking,optimal,0,2022-03-05,96,9.1004,"reward=none,state=none,solver=gurobi,objective=tracking_error_only,mip_gap=default_full_optimality,status=OPTIMAL",weekend,0_weekend,True,False,14,-67.89778838092836,200.78878153373995,0,1.0,0,7524.7599439775895,155.105072903557,100.0,0.0,100.0,0,0.0,0.0004131215305197343,0.0001924529836090462,0.00022066854691068808,,0,0,0
