run_id,timestamp_utc,git_commit,config_name,n_ports,transformer_kw,oversubscription_ratio,algorithm,algorithm_family,seed,eval_day,sim_steps,runtime_s,notes,day_type,scenario_id,analysis_row,superseded,total_ev_served,total_profits,total_energy_charged,total_energy_discharged,average_user_satisfaction,power_tracker_violation,tracking_error,energy_tracking_error,energy_user_satisfaction,std_energy_user_satisfaction,min_energy_user_satisfaction,total_steps_min_emergency_battery_capacity_violation,total_transformer_overload,battery_degradation,battery_degradation_calendar,battery_degradation_cycling,total_reward,saved_grid_energy,voltage_violation,voltage_violation_counter
station_v0_bogota__ChargeAsFastAsPossible__seed42__week1ref,,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,42,2022-01-17,96,,week1_reference_day,weekday,42_weekday,False,True,14,-56.91714903562084,240.9268738178905,,1.0,,,,,,,,0.13234199082138787,,,,,,,
station_v0_bogota__RoundRobin__seed42__week1ref,,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,42,2022-01-17,96,,week1_reference_day,weekday,42_weekday,False,True,14,-49.74138949066602,240.80652307334796,,1.0,,,,,,,,0.0,,,,,,,
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-01-17,2026-08-12T05:24:26.875232,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-01-17,96,5.0408,,weekday,0_weekday,False,True,14,-53.19652599733461,214.4048646260611,0,1.0,529.3013324680495,72374.24496713899,414.3577730023937,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-37778.41983737414,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-02-14,2026-08-12T05:24:31.771011,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-02-14,96,4.8618,,weekday,0_weekday,False,True,14,-44.22352763022712,214.4048646260611,0,1.0,507.5417901377112,72198.48672494813,406.4110964046998,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-38925.88414017652,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-03-05,2026-08-12T05:24:36.625534,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-03-05,96,4.8191,,weekend,0_weekend,False,True,14,-63.20716315270391,201.79939566249266,0,1.0,460.7127466296021,63868.866105670306,384.5396543696053,100.0,0.0,100.0,0,10.643063257983684,0.00046138504532386307,0.0002084798561739833,0.0002529051891498797,-28638.93816314427,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-04-06,2026-08-12T05:24:41.558825,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-04-06,96,4.8962,,weekday,0_weekday,False,True,14,-43.58766599972649,214.4048646260611,0,1.0,515.5625859436817,69393.94682509848,402.54751319869285,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-38615.654775674324,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-05-21,2026-08-12T05:24:46.382837,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-05-21,96,4.7897,,weekend,0_weekend,False,True,14,-25.89040944216613,201.79939566249266,0,1.0,494.83604509476544,70291.81344060882,401.21005566568755,100.0,0.0,100.0,0,10.643063257983684,0.00046138504532386307,0.0002084798561739833,0.0002529051891498797,-32709.636170331854,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-06-15,2026-08-12T05:24:51.104869,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-06-15,96,4.6974,,weekday,0_weekday,False,True,14,-46.282293333226434,214.4048646260611,0,1.0,512.0095363164147,70786.49381636243,404.7960074724417,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-38699.650016683016,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-07-10,2026-08-12T05:24:55.817092,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-07-10,96,4.6717,,weekend,0_weekend,False,True,14,-35.003367231233625,201.79939566249266,0,1.0,462.2654718963034,62344.09685857806,385.66991106400224,100.0,0.0,100.0,0,10.643063257983684,0.00046138504532386307,0.0002084798561739833,0.0002529051891498797,-28223.970871671456,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-08-24,2026-08-12T05:25:00.668643,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-08-24,96,4.8209,,weekday,0_weekday,False,True,14,-143.36314862928006,214.4048646260611,0,1.0,507.98117717652957,70509.96091658717,404.0458807515381,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-38016.881608072756,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-09-17,2026-08-12T05:25:05.260498,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-09-17,96,4.561,,weekend,0_weekend,False,True,14,-20.99400085185401,201.79939566249266,0,1.0,477.3405856392184,64607.73868371895,393.7583160360778,100.0,0.0,100.0,0,10.643063257983684,0.00046138504532386307,0.0002084798561739833,0.0002529051891498797,-29496.24384134623,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed0__2022-11-09,2026-08-12T05:25:09.742133,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,0,2022-11-09,96,4.4427,,weekday,0_weekday,False,True,14,-35.829738240408574,214.4048646260611,0,1.0,513.921848487992,70533.72682474877,406.6631470022268,100.0,0.0,100.0,0,37.322524410576406,0.0004930151679125118,0.00022175417959997905,0.00027126098831253267,-37974.122149696785,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-01-17,2026-08-12T05:25:14.419291,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-01-17,96,4.6452,,weekday,1_weekday,False,True,14,-46.488775182559515,204.63907528623534,0,1.0,498.3927927154529,56510.71304325237,386.79939600139295,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-29288.464655398744,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-02-14,2026-08-12T05:25:19.250747,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-02-14,96,4.804,,weekday,1_weekday,False,True,14,-40.33965743354644,204.63907528623534,0,1.0,483.8845533176585,53059.81340755184,372.5027521796106,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-28169.464723099944,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-03-05,2026-08-12T05:25:23.872625,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-03-05,96,4.5879,,weekend,1_weekend,False,True,15,-72.0420031521816,213.4286628400754,0,1.0,461.8788201088996,59457.35950082327,389.25819749054324,100.0,0.0,100.0,0,0.0,0.0005111889214444689,0.00024303659756207238,0.00026815232388239656,-28891.975576029345,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-04-06,2026-08-12T05:25:28.629365,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-04-06,96,4.7247,,weekday,1_weekday,False,True,14,-40.95622894004077,204.63907528623534,0,1.0,488.76298821010573,54873.970978359495,376.2015826581946,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-29001.122571843403,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-05-21,2026-08-12T05:25:33.444752,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-05-21,96,4.7941,,weekend,1_weekend,False,True,15,-30.931577573254533,213.4286628400754,0,1.0,471.3470415336425,62366.52755235308,392.38843342362804,100.0,0.0,100.0,0,0.0,0.0005111889214444689,0.00024303659756207238,0.00026815232388239656,-30656.427355614487,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-06-15,2026-08-12T05:25:38.249261,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-06-15,96,4.7658,,weekday,1_weekday,False,True,14,-44.90523666275209,204.63907528623534,0,1.0,480.6588031008256,53554.97666962165,368.6576999718923,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-28366.31146845711,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-07-10,2026-08-12T05:25:42.783919,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-07-10,96,4.5057,,weekend,1_weekend,False,True,15,-31.806486985724938,213.4286628400754,0,1.0,428.51607967749703,54081.30163714335,372.39241518803385,100.0,0.0,100.0,0,0.0,0.0005111889214444689,0.00024303659756207238,0.00026815232388239656,-25847.032580636012,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-08-24,2026-08-12T05:25:47.678431,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-08-24,96,4.8673,,weekday,1_weekday,False,True,14,-134.73178112364894,204.63907528623534,0,1.0,482.2028525555545,53104.92229943902,365.23398065476835,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-28460.117035063522,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-09-17,2026-08-12T05:25:52.406767,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-09-17,96,4.6937,,weekend,1_weekend,False,True,15,-21.433927206644604,213.4286628400754,0,1.0,454.7635327349153,55800.59183218349,383.8841492964419,100.0,0.0,100.0,0,0.0,0.0005111889214444689,0.00024303659756207238,0.00026815232388239656,-29772.319918320885,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed1__2022-11-09,2026-08-12T05:25:57.228945,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,1,2022-11-09,96,4.78,,weekday,1_weekday,False,True,14,-31.013126776957314,204.63907528623534,0,1.0,491.24308968435173,53688.641019971285,370.8616038476411,100.0,0.0,100.0,0,0.0,0.0004887923620380645,0.0002296943010718968,0.00025909806096616775,-28713.404053236663,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-01-17,2026-08-12T05:26:01.916326,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-01-17,96,4.6536,,weekday,2_weekday,False,True,12,-36.56793367310675,155.12533631476163,0,1.0,405.10576604856266,31729.118574281747,300.05906058474767,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-15250.522340060066,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-02-14,2026-08-12T05:26:06.818344,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-02-14,96,4.8697,,weekday,2_weekday,False,True,12,-32.15141278979525,155.12533631476163,0,1.0,405.46530946658584,32753.816821528435,302.98424237725243,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-15528.156344144028,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-03-05,2026-08-12T05:26:11.667477,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-03-05,96,4.8149,,weekend,2_weekend,False,True,14,-76.60398494656813,230.9083203294727,0,1.0,476.2052774771217,47943.11629740902,424.12066087735826,100.0,0.0,100.0,0,0.0,0.0005292416705186882,0.00023170894938757004,0.00029753272113111797,-17793.18814607864,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-04-06,2026-08-12T05:26:16.508861,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-04-06,96,4.8081,,weekday,2_weekday,False,True,12,-30.748866068287654,155.12533631476163,0,1.0,403.8975130661274,31575.401758868044,299.12057063096194,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-15428.424363674496,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-05-21,2026-08-12T13:54:14.124569,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-05-21,96,5.3466,,weekend,2_weekend,False,True,14,-32.911179070261,230.9083203294727,0,1.0,451.44402303618006,44718.80629513206,406.1007503659775,100.0,0.0,100.0,0,0.0,0.0005292416705186882,0.00023170894938757004,0.00029753272113111797,-19192.130507794478,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-06-15,2026-08-12T13:54:19.491528,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-06-15,96,5.3399,,weekday,2_weekday,False,True,12,-31.66601331584343,155.12533631476163,0,1.0,394.93973556538873,29493.387711206946,292.65798739683146,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-14782.316641273263,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-07-10,2026-08-12T13:54:24.757873,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-07-10,96,5.2267,,weekend,2_weekend,False,True,14,-52.15402853866188,230.9083203294727,0,1.0,484.02544998736954,44165.70099658411,410.38916795015825,100.0,0.0,100.0,0,0.0,0.0005292416705186882,0.00023170894938757004,0.00029753272113111797,-18833.50593795987,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-08-24,2026-08-12T13:54:30.381729,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-08-24,96,5.5865,,weekday,2_weekday,False,True,12,-97.45227196771668,155.12533631476163,0,1.0,397.2207497922586,30757.719670539635,296.59066863276894,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-15135.151824973183,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-09-17,2026-08-12T13:54:35.878455,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-09-17,96,5.4589,,weekend,2_weekend,False,True,14,-28.6003070152017,230.9083203294727,0,1.0,480.33637275491355,44192.62530227639,412.51860091578607,100.0,0.0,100.0,0,0.0,0.0005292416705186882,0.00023170894938757004,0.00029753272113111797,-19381.707332973438,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed2__2022-11-09,2026-08-12T13:54:41.375780,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,2,2022-11-09,96,5.4548,,weekday,2_weekday,False,True,12,-24.181984177025615,155.12533631476163,0,1.0,401.57639592158324,30945.9276618211,299.2100547897857,100.0,0.0,100.0,0,0.0,0.000387964578799605,0.00020363299099326594,0.00018433158780633904,-15349.750514934352,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-01-17,2026-08-12T13:54:46.742236,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-01-17,96,5.3247,,weekday,3_weekday,False,True,13,-45.95874406253624,202.5730876400914,0,1.0,518.7468613177002,52619.130666177254,419.0110520316115,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-23452.309822071682,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-02-14,2026-08-12T13:54:52.234770,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-02-14,96,5.4507,,weekday,3_weekday,False,True,13,-41.730954452737016,202.5730876400914,0,1.0,515.6699637399848,50853.50018210028,411.9549080583971,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-23299.258419497826,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-03-05,2026-08-12T13:54:57.462104,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-03-05,96,5.2053,,weekend,3_weekend,False,True,13,-57.70637646504876,195.6171991007634,0,1.0,436.3098766752938,45755.434267777295,355.59996054494144,100.0,0.0,100.0,0,0.0,0.00043953973958182137,0.00020319669129491822,0.00023634304828690317,-23618.549980684576,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-04-06,2026-08-12T13:55:02.777717,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-04-06,96,5.2815,,weekday,3_weekday,False,True,13,-39.09057922590015,202.5730876400914,0,1.0,528.5869161867217,51454.08625305129,413.72012063608383,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-24047.09759760926,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-05-21,2026-08-12T13:55:08.141596,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-05-21,96,5.3181,,weekend,3_weekend,False,True,13,-21.141194512270552,195.6171991007634,0,1.0,446.0245512320757,49589.87834743141,364.6110037872692,100.0,0.0,100.0,0,0.0,0.00043953973958182137,0.00020319669129491822,0.00023634304828690317,-24070.95360184508,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-06-15,2026-08-12T13:55:15.217939,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-06-15,96,7.04,,weekday,3_weekday,False,True,13,-40.49038856568127,202.5730876400914,0,1.0,513.3308905819015,54675.779792876914,420.85343623945494,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-24304.311010457906,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-07-10,2026-08-12T13:55:21.505485,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-07-10,96,6.2358,,weekend,3_weekend,False,True,13,-26.798395607667707,195.6171991007634,0,1.0,441.5024232505278,48461.000984217826,368.4616048106265,100.0,0.0,100.0,0,0.0,0.00043953973958182137,0.00020319669129491822,0.00023634304828690317,-23302.47413067454,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-08-24,2026-08-12T13:55:27.303902,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-08-24,96,5.7574,,weekday,3_weekday,False,True,13,-125.90395686958536,202.5730876400914,0,1.0,526.1985674646517,53325.263888902846,420.0538921820052,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-24308.00413704224,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-09-17,2026-08-12T13:55:33.094700,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-09-17,96,5.7441,,weekend,3_weekend,False,True,13,-13.163660228798888,195.6171991007634,0,1.0,458.11275992588463,49564.46550090346,374.0548823029093,100.0,0.0,100.0,0,0.0,0.00043953973958182137,0.00020319669129491822,0.00023634304828690317,-24533.815203437378,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed3__2022-11-09,2026-08-12T13:55:39.068462,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,3,2022-11-09,96,5.9446,,weekday,3_weekday,False,True,13,-30.753358016420165,202.5730876400914,0,1.0,530.1229411994046,53672.989076166465,421.0848801396293,100.0,0.0,100.0,0,0.0,0.0004972262165677246,0.00025041655095322385,0.00024680966561450076,-24345.735567732914,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-01-17,2026-08-12T13:55:45.482747,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-01-17,96,6.3635,,weekday,4_weekday,False,True,13,-40.0782895164082,183.38350318294448,0,1.0,510.3663025450497,43390.92442511832,386.21241978636675,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-22463.690667941024,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-02-14,2026-08-12T13:55:51.069525,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-02-14,96,5.5606,,weekday,4_weekday,False,True,13,-36.49686713497811,183.38350318294448,0,1.0,533.6394951552473,48591.40017345086,401.86353590517336,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-24817.188941953496,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-03-05,2026-08-12T13:55:57.056283,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-03-05,96,5.9501,,weekend,4_weekend,False,True,13,-50.64283744210471,176.65524999891372,0,1.0,485.9775826091006,46272.97621789823,360.58911546850595,100.0,0.0,100.0,0,0.0,0.00039855468179317456,0.0001899783218370856,0.00020857635995608892,-26445.93596880017,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-04-06,2026-08-12T13:56:02.692133,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-04-06,96,5.5886,,weekday,4_weekday,False,True,13,-34.277403600940424,183.38350318294448,0,1.0,518.1380826224432,44950.579553986936,393.0390033349918,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-23084.983086308763,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-05-21,2026-08-12T13:56:08.608664,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-05-21,96,5.8735,,weekend,4_weekend,False,True,13,-21.693656717312862,176.65524999891372,0,1.0,473.4904180187405,48906.47014426467,359.1413308434906,100.0,0.0,100.0,0,0.0,0.00039855468179317456,0.0001899783218370856,0.00020857635995608892,-27902.452396212284,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-06-15,2026-08-12T13:56:14.703255,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-06-15,96,6.0547,,weekday,4_weekday,False,True,13,-36.406885232438135,183.38350318294448,0,1.0,524.2962140690006,46689.90471328683,403.03144541654547,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-23251.63613661962,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-07-10,2026-08-12T13:56:20.548204,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-07-10,96,5.7914,,weekend,4_weekend,False,True,13,-28.075624954596986,176.65524999891372,0,1.0,452.32484309092246,44243.09826624391,347.9130731489481,100.0,0.0,100.0,0,0.0,0.00039855468179317456,0.0001899783218370856,0.00020857635995608892,-24731.04568886763,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-08-24,2026-08-12T13:56:26.036320,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-08-24,96,5.4424,,weekday,4_weekday,False,True,13,-106.75364024736321,183.38350318294448,0,1.0,509.07324719524934,44821.24239039825,393.88639229305636,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-22360.090456569742,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-09-17,2026-08-12T13:56:31.292475,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-09-17,96,5.2137,,weekend,4_weekend,False,True,13,-13.831030691117459,176.65524999891372,0,1.0,459.0017416184229,46431.42708230375,361.0410485849232,100.0,0.0,100.0,0,0.0,0.00039855468179317456,0.0001899783218370856,0.00020857635995608892,-25373.4137472298,0,0,0
station_v0_bogota__ChargeAsFastAsPossible__seed4__2022-11-09,2026-08-12T13:56:36.905163,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,ChargeAsFastAsPossible,heuristic,4,2022-11-09,96,5.5692,,weekday,4_weekday,False,True,13,-26.160672520040677,183.38350318294448,0,1.0,513.1198162686742,44806.80846688634,394.1919652463769,100.0,0.0,100.0,0,0.0,0.0004253579243206372,0.0002040984531429223,0.0002212594711777149,-22486.06112716115,0,0,0
station_v0_bogota__RoundRobin__seed0__2022-01-17,2026-08-12T13:56:42.225377,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,0,2022-01-17,96,5.2778,,weekday,0_weekday,False,True,14,-46.37088218763661,214.3110811776853,0,1.0,0.0022357800987133913,14477.215770916238,149.80200810679398,100.0,0.0,100.0,0,0.0,0.0004650961121660472,0.00021341692928835714,0.0002516791828776901,-6610.00061761694,0,0,0
station_v0_bogota__RoundRobin__seed0__2022-02-14,2026-08-12T13:56:47.549807,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,0,2022-02-14,96,5.2887,,weekday,0_weekday,False,True,14,-45.474991118944914,214.32442301959202,0,1.0,0.0029672761322903085,14858.081599760015,152.72212658037935,100.0,0.0,100.0,0,0.0,0.00047609126209955006,0.00021318097281360765,0.0002629102892859424,-6426.2234739597125,0,0,0
station_v0_bogota__RoundRobin__seed0__2022-03-05,2026-08-12T13:56:52.914923,05317b75b2c199f567445246f7dae09fb7632907,station_v0_bogota,8,100,4.0,RoundRobin,heuristic,0,2022-03-05,96,5.3265,,weekend,0_weekend,False,True,14,-64.66487890512984,201.70257316855333,0,1.0,0.001444662007218156,17839.57716285846,154.28082587974743,100.0,0.0,100.0,0,0.0,0.00044514112786856965,0.00020142277493399638,0.00024371835293457322,-8225.39655600939,0,0,0
