checkpoint_steps,tracking_error_mean,overload_mean,satisfaction_mean,energy_charged_mean
10000,27511.620078903703,0.34027670679705724,0.9927513392857144,191.63807305181942
20000,30265.545237904287,0.6526246927081886,0.994059375,192.86416190627926
30000,30475.020133719914,0.34578760660679037,0.9896747023809525,188.19325279457985
40000,29033.978241570225,4.210840820633715,0.9762392857142856,176.29231247686963
50000,31164.45429426751,10.973105372536475,0.9812151785714287,180.02966302404587
60000,30213.093108714842,6.754094268153821,0.9783440476190476,178.22412095970265
