config_name,algorithm,seed,eval_day,algorithm_family,total_energy_charged_kwh,retail_revenue_cop,energy_purchase_cost_cop,gross_margin_cop,retail_tariff_cop_per_kwh,retail_tariff_month,energy_purchase_cost_cop_per_kwh,cu_tariff_month,cu_with_contribution
station_n02_tx025,RoundRobin,2,2022-09-17,heuristic,29.24573298398814,42406.31282678281,25319.829656817048,17086.48316996576,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,2,2022-11-09,heuristic,29.039699048100083,42107.56361974512,25141.453407431698,16966.11021231342,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-01-17,heuristic,37.72487752432817,54701.07241027585,32660.74655277864,22040.325857497206,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-02-14,heuristic,34.677747516265846,50282.73389858548,30022.65870630359,20260.07519228189,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-03-05,heuristic,34.45561276484537,49960.63850902578,29830.342990711673,20130.29551831411,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-04-06,heuristic,37.0180739693433,53676.20725554778,32048.823246809607,21627.384008738172,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-05-21,heuristic,34.44601782228431,49946.725842312255,29822.036058847596,20124.68978346466,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-06-15,heuristic,35.06919005935084,50850.325586058716,30361.55458956867,20488.770996490046,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-07-10,heuristic,34.517622734007745,50050.55296431123,29884.028834628643,20166.524129682588,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-08-24,heuristic,36.33804303487888,52690.16240057437,31460.078644941288,21230.083755633084,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-09-17,heuristic,34.47385101739901,49987.08397522856,29846.13296759989,20140.95100762867,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,3,2022-11-09,heuristic,35.54785601069159,51544.3912155028,30775.965141600365,20768.426073902436,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-01-17,heuristic,65.64934982950304,95191.5572527794,56836.679582415294,38354.877670364105,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-02-14,heuristic,65.64453121513185,95184.57026194117,56832.50781160937,38352.0624503318,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-03-05,heuristic,39.94574233401897,57921.32638432751,34583.48580171377,23337.840582613746,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-04-06,heuristic,65.64311123879507,95182.51129625285,56831.278450766076,38351.232845486775,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-05-21,heuristic,39.96545503392224,57949.90979918725,34600.55229835107,23349.35750083618,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-06-15,heuristic,65.63719767124985,95173.93662331229,56826.15871165777,38347.77791165451,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-07-10,heuristic,39.9708795559515,57957.77535612967,34605.2486406799,23352.52671544977,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-08-24,heuristic,65.61103088378742,95135.99478149175,56803.50451449412,38332.490266997636,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-09-17,heuristic,39.95826173953071,57939.47952231953,34594.324621008716,23345.154901310816,1450.0,2025-08,865.7615,2026-08,True
station_n02_tx025,RoundRobin,4,2022-11-09,heuristic,65.60137362469732,95121.9917558111,56795.143631378385,38326.84812443272,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-01-17,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-02-14,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-03-05,heuristic,415.9916281591519,603187.8608307702,360149.53598250955,243038.32484826067,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-04-06,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-05-21,heuristic,415.9916281591519,603187.8608307702,360149.53598250955,243038.32484826067,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-06-15,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-07-10,heuristic,415.9916281591519,603187.8608307702,360149.53598250955,243038.32484826067,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-08-24,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-09-17,heuristic,415.9916281591519,603187.8608307702,360149.53598250955,243038.32484826067,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,0,2022-11-09,heuristic,452.12945997524446,655587.7169641044,391436.2794623576,264151.43750174687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-01-17,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-02-14,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-03-05,heuristic,524.9566820304123,761187.1889440977,454487.2844696727,306699.904474425,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-04-06,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-05-21,heuristic,524.9566820304123,761187.1889440977,454487.2844696727,306699.904474425,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-06-15,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-07-10,heuristic,524.9566820304123,761187.1889440977,454487.2844696727,306699.904474425,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-08-24,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-09-17,heuristic,524.9566820304123,761187.1889440977,454487.2844696727,306699.904474425,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,1,2022-11-09,heuristic,495.62227995840817,718652.3059396918,429090.6885302114,289561.61740948044,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-01-17,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-02-14,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-03-05,heuristic,410.111995726117,594662.3938028697,355059.17658783664,239603.21721503307,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-04-06,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-05-21,heuristic,410.111995726117,594662.3938028697,355059.17658783664,239603.21721503307,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-06-15,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-07-10,heuristic,410.111995726117,594662.3938028697,355059.17658783664,239603.21721503307,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-08-24,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-09-17,heuristic,410.111995726117,594662.3938028697,355059.17658783664,239603.21721503307,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,2,2022-11-09,heuristic,421.0646726049698,610543.7752772062,364541.58255148755,246002.19272571866,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-01-17,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-02-14,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-03-05,heuristic,377.5730715656723,547480.9537702248,326888.2287983038,220592.724971921,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-04-06,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-05-21,heuristic,377.5730715656723,547480.9537702248,326888.2287983038,220592.724971921,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-06-15,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-07-10,heuristic,377.5730715656723,547480.9537702248,326888.2287983038,220592.724971921,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-08-24,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-09-17,heuristic,377.5730715656723,547480.9537702248,326888.2287983038,220592.724971921,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,3,2022-11-09,heuristic,401.61260655186686,582338.2795002069,347700.73266725405,234637.54683295288,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-01-17,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-02-14,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-03-05,heuristic,335.86508994930927,487004.3804264984,290779.0640721489,196225.31635434955,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-04-06,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-05-21,heuristic,335.86508994930927,487004.3804264984,290779.0640721489,196225.31635434955,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-06-15,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-07-10,heuristic,335.86508994930927,487004.3804264984,290779.0640721489,196225.31635434955,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-08-24,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-09-17,heuristic,335.86508994930927,487004.3804264984,290779.0640721489,196225.31635434955,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,ChargeAsFastAsPossible,4,2022-11-09,heuristic,369.377498610404,535597.3729850858,319792.8172631913,215804.55572189455,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-01-17,heuristic,446.89511397337367,647997.9152613918,386904.58421625895,261093.33104513283,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-02-14,heuristic,451.5601312295471,654762.1902828433,390943.37655348954,263818.8137293538,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-03-05,heuristic,415.9296431841559,603097.9826170261,360095.8717775796,243002.11083944648,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-04-06,heuristic,452.04936956594827,655471.585870625,391366.9402694697,264104.6456011553,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-05-21,heuristic,415.8955850714351,603048.5983535809,360066.38557482325,242982.21277875768,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-06-15,heuristic,452.0707701833376,655502.6167658395,391385.4681000816,264117.1486657579,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-07-10,heuristic,415.8850285532044,603033.2914021463,360057.246147765,242976.04525438132,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-08-24,heuristic,452.07271619477046,655505.4384824171,391387.15288185875,264118.2856005584,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-09-17,heuristic,415.8541357309641,602988.496809898,360030.5003316431,242957.99647825485,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,0,2022-11-09,heuristic,452.0554645501651,655480.4235977394,391372.2170721477,264108.2065255917,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-01-17,heuristic,484.5548551696045,702604.5399959265,419508.9382439195,283095.60175200703,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-02-14,heuristic,482.4706910029598,699582.5019542917,417704.549148759,281877.9528055327,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-03-05,heuristic,524.8775272860707,761072.4145648025,454418.75533947954,306653.659225323,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-04-06,heuristic,487.4083421971172,706742.09618582,421979.37745308946,284762.7187327305,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-05-21,heuristic,515.9476688851736,748124.1198835017,446687.6277355312,301436.4921479705,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-06-15,heuristic,480.1088665038985,696157.8564306529,415659.7724277149,280498.084002938,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-07-10,heuristic,519.4336561731873,753178.8014511216,449705.66131898283,303473.14013213874,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-08-24,heuristic,484.7029403785218,702819.2635488566,419637.1447165196,283182.11883233703,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-09-17,heuristic,524.8528566640261,761036.6421628379,454397.39646473224,306639.24569810566,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,1,2022-11-09,heuristic,483.5676298217482,701173.0632415349,418654.2365459214,282518.82669561345,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-01-17,heuristic,420.9950191314753,610442.7777406392,364481.27925579477,245961.4984848444,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-02-14,heuristic,420.9877582720947,610432.2494945374,364474.9930832861,245957.25641125126,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-03-05,heuristic,409.9813873794526,594473.0117002063,354946.1009097159,239526.9107904904,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-04-06,heuristic,420.9908574377153,610436.7432846872,364477.67622156255,245959.06706312462,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-05-21,heuristic,409.9867471682547,594480.7833939693,354950.7412085089,239530.0421854604,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-06-15,heuristic,420.96943783437865,610405.684859849,364459.1319536484,245946.55290620064,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-07-10,heuristic,409.95648741666616,594436.9067541659,354924.543480584,239512.3632735819,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-08-24,heuristic,420.96701629254727,610402.1736241935,364457.0354759601,245945.1381482334,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-09-17,heuristic,409.9596687299543,594441.5196584337,354927.2977391483,239514.22191928542,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,2,2022-11-09,heuristic,421.0092713502249,610463.443457826,364493.6182780777,245969.82517974835,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-01-17,heuristic,401.48103695985446,582147.5035917889,347586.824779919,234560.67881186993,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-02-14,heuristic,401.5214348367825,582206.0805133346,347621.799706445,234584.28080688958,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-03-05,heuristic,377.4424528766245,547291.5566711056,326775.1441661457,220516.41250495985,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-04-06,heuristic,401.4705808755178,582132.3422695008,347577.7723046596,234554.56996484124,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-05-21,heuristic,377.37575662246513,547194.8471025744,326717.4011171003,220477.4459854741,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-06-15,heuristic,401.5134547341421,582194.509364506,347614.89084081294,234579.61852369306,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-07-10,heuristic,377.4366489099909,547283.1409194868,326770.11931528704,220513.02160419972,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-08-24,heuristic,401.5453751202261,582240.7939243278,347642.5262821496,234598.26764217822,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-09-17,heuristic,370.17135230945394,536748.4608487082,320480.1052324613,216268.35561624687,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,3,2022-11-09,heuristic,401.51488540331,582196.5838347995,347616.12945909775,234580.45437570172,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-01-17,heuristic,369.255775639569,535420.8746773751,319687.4342013767,215733.4404759984,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-02-14,heuristic,362.76545862986,526009.915013297,314068.3676115755,211941.54740172147,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-03-05,heuristic,335.76774866626704,486863.2355660872,290694.78973693034,196168.44582915684,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-04-06,heuristic,369.27137130220507,535443.4883881974,319700.936325654,215742.5520625434,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-05-21,heuristic,335.7568340954608,486847.40943841817,290685.3403217373,196162.06911668088,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-06-15,heuristic,369.2871920846764,535466.4285227808,319714.63335001754,215751.79517276323,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-07-10,heuristic,335.77428943444454,486872.71967994457,290700.45248219883,196172.26719774574,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-08-24,heuristic,369.2527930376904,535416.5499046511,319684.8519795004,215731.69792515074,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-09-17,heuristic,335.77129188430945,486868.3732322487,290697.85731869756,196170.51591355115,1450.0,2025-08,865.7615,2026-08,True
station_n16_tx200,RoundRobin,4,2022-11-09,heuristic,369.2179139717905,535365.9752590962,319654.6550270883,215711.32023200794,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-01-17,rl,213.9556875388127,310235.74693127844,185234.59697713377,125001.14995414467,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-02-14,rl,213.88743533605583,310136.7812372809,185175.5068476967,124961.27438958423,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-03-05,rl,153.36192405369167,222374.78987785292,132774.84941161016,89599.94046624276,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-04-06,rl,213.9509077915364,310228.81629772775,185230.45885596224,124998.35744176552,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-05-21,rl,162.36004626470344,235422.06708382,140565.07719419905,94856.98988962095,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-06-15,rl,213.9779065146247,310267.9644462058,185253.83331096123,125014.13113524459,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-07-10,rl,164.42806208260436,238420.69001977632,142355.48567072867,96065.20434904765,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-08-24,rl,213.95842910560577,310239.7222031284,185236.9705201129,125002.7516830155,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-09-17,rl,159.97272512945298,231960.45143770683,138498.2264671629,93462.22497054393,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,0,2022-11-09,rl,214.01307899782267,310318.96454684285,185284.28429277346,125034.68025406939,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-01-17,rl,134.86754543538947,195557.94088131475,116763.12843746094,78794.8124438538,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-02-14,rl,135.3082480256418,196196.9596371806,117144.67177305168,79052.28786412893,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-03-05,rl,162.5885171979343,235753.34993700474,140762.87853205937,94990.47140494536,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-04-06,rl,140.0541790000197,203078.55955002856,121253.51609232555,81825.04345770301,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-05-21,rl,159.59371822839626,231410.89143117456,138170.09688399368,93240.79454718088,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-06-15,rl,138.87181044971518,201364.125152087,120229.86692266108,81134.25822942593,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-07-10,rl,164.6011279894392,238671.63558468682,142505.31946982886,96166.31611485797,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-08-24,rl,137.14119416014043,198854.73153220362,118731.56596787441,80123.1655643292,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-09-17,rl,163.26887958367735,236739.87539633215,141351.91009168388,95387.96530464827,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,1,2022-11-09,rl,135.20307120312847,196044.4532445363,117053.6137294273,78990.839515109,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-01-17,rl,144.05352360840524,208877.6092321876,124715.99467949833,84161.61455268927,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-02-14,rl,147.214388268896,213460.86298989918,127452.54960926178,86008.3133806374,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-03-05,rl,200.94605611854493,291371.78137189016,173971.35896427563,117400.42240761453,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-04-06,rl,149.28250017259114,216459.62525025714,129243.04127317276,87216.58397708439,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-05-21,rl,200.85556984574396,291240.57627632876,173893.01943300606,117347.5568433227,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-06-15,rl,148.1432836538932,214807.76129814514,128256.75147112006,86551.00982702507,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-07-10,rl,200.8311280399477,291205.13565792417,173871.85865855718,117333.276999367,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-08-24,rl,145.90814608487287,211566.81182306565,126321.65541665866,85245.156406407,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-09-17,rl,200.81788159992067,291185.928319885,173860.3904007697,117325.53791911528,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,2,2022-11-09,rl,143.03483486651623,207400.51055644854,123834.05318628739,83566.45737016115,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-01-17,rl,195.72304951277863,283798.421793529,169449.48093075748,114348.94086277153,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-02-14,rl,198.01090257652663,287115.8087359636,171430.21603100756,115685.59270495604,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-03-05,rl,195.43068508713424,283374.4933763446,169196.36306706496,114178.13030927966,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-04-06,rl,196.73775955812408,285269.7513592799,170327.97782168083,114941.77353759907,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-05-21,rl,195.39990128151985,283329.85685820377,169169.71163334054,114160.14522486323,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-06-15,rl,202.13007550241625,293088.6094785036,174996.43736208513,118092.17211641846,1450.0,2025-08,865.7615,2026-08,True
station_v0_bogota,TD3_vanilla_ts100,3,2022-07-10,rl,195.41276551674184,283348.5099992757,169180.8489929227,114167.66100635298,1450.0,2025-08,865.7615,2026-08,True
