# The two oracle variants tie exactly on Gurobi's internal objective but
# select different actions among tied optima -- this table is the
# resulting spread in REALIZED (simulator-computed) metrics, i.e. the
# resolution limit below which a difference between any two algorithms
# in this thesis should not be reported as meaningful. Gurobi determinism
# (same cell, same solve, twice) confirmed separately in
# ev2gym_thesis/tests/test_week4.py's TestOracleDeterminism -- this is
# genuine tie-break variation between two different objectives, not
# solver nondeterminism.
metric,mean_abs_diff,median_abs_diff,max_abs_diff,std_abs_diff,n_cells
total_ev_served,0.0,0.0,0.0,0.0,100
total_profits,0.21319589645096962,0.20094887486473212,0.3668944604561233,0.05250274803555921,100
average_user_satisfaction,0.0,0.0,0.0,0.0,100
energy_user_satisfaction,0.0,0.0,0.0,0.0,100
min_energy_user_satisfaction,0.0,0.0,0.0,0.0,100
total_transformer_overload,0.0,0.0,0.0,0.0,100
tracking_error,68.3705606875715,66.42236542602836,146.44235533865321,21.980943110900853,100
energy_tracking_error,0.7797665748767514,0.7880191063158435,1.3575926446861786,0.18265008827277743,100
battery_degradation,1.274504997778315e-05,1.206835882605457e-05,3.072471658459091e-05,5.50496769499184e-06,100
