algorithm,seed,sim_date,total_ev_served,total_profits,total_energy_charged,average_user_satisfaction,total_transformer_overload
RoundRobin,42,2022-01-17 05:00:00,14,-49.74138949066602,240.80652307334796,1.0,0.0
