algorithm,seed,sim_date,total_ev_served,total_profits,total_energy_charged,average_user_satisfaction,total_transformer_overload
ChargeAsFastAsPossible,42,2022-04-25 05:00:00,92,-280.5215116067345,1260.3799837013153,1.0,0.0
